Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length,Attributes,Distribution,Habits,Diet,Mating_Habits,Population
Alaskan hare,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Lepus,Lepus othus,,,,3.9-7.2 kg,,,"Crepuscular,Folivore,Herbivore,Lignivore,Jumping,Terrestrial,Solitary,Not a migrant,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'United States', 'Regions': 'Alaska, Aleutian Is.', 'Biogeographical realms': 'Nearctic Tundra'}, 'Biome': ['Forest', 'Grassland', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Jumping, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Folivore,,Herbivore,,Lignivore",{'Baby carrying': '4 to 8'},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Northern pocket gopher,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Geomyidae,Thomomys,Thomomys talpoides,,,,60-160 g,,165-260 mm,"Coprophage,Folivore,Frugivore,Granivore,Herbivore,Zoochory,Territorial,Terrestrial,Solitary,Not a migrant,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'Canada, United States', 'Regions': 'Saskatchewan, Manitoba, British Columbia, Alberta', 'Biogeographical realms': 'Nearctic', 'Wwf biomes': 'Taiga, Tundra'}, 'Biome': ['Agricultural', 'Anthropogenic biome', 'Mountains', 'Suburban', 'Urban wildlife', 'Forest', 'Grassland'], 'Climate': ['Temperate']}",{},,"{'Pregnancy duration': '18 to 20 days', 'Baby carrying': '3 to 7'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Dingiso,Animalia,Chordata,Vertebrata,Mammalia,Diprotodontia,,Macropodidae,Dendrolagus,Dendrolagus mbaiso,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'Indonesia', 'Biogeographical realms': 'Indomalayan'}, 'Biome': ['Forest', 'Shrubland'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Cozumel Island coati,White-Nosed Coati,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Procyonidae,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{'Lifestyle': ''},,{},{}
Heude's pig,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Suidae,Sus,Sus bucculentus,,,,,,,"Terrestrial,starts with","{'Geography': {}, 'Biome': ['Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},{'Population status': 'Extinct (EX)'}
Virginia big-eared bat,Townsend's big-eared bat,,Animalia,Chordata,Vertebrata,,Mammalia,Chiroptera,Vespertilionidae,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}","{'Lifestyle': '', 'Seasonal behavior': ''}",,{},{'Population status': 'Endangered (EN)'}
Livingstone's fruit bat,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,Pteropus livingstonii,,,,500-800 g,,30 cm,"Crepuscular,Nocturnal,Frugivore,Herbivore,Zoochory,Island endemic,Pollinator,Terrestrial,Polygyny,Polygamy,Social,Not a migrant,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Comoros', 'Biogeographical realms': 'Afrotropical'}, 'Biome': ['Forest', 'Rainforest'], 'Climate': ['Tropical']}","{'Lifestyle': 'Zoochory, Island endemic, Pollinator, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Frugivore,,Herbivore","{'Mating behavior': 'Polygyny,', 'Pregnancy duration': '4 to 6 months', 'Baby carrying': '1', 'Independent age': '1 years'}","{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
European ass,Onager,,Animalia,Chordata,Vertebrata,,Mammalia,Perissodactyla,Equidae,,,,,,,starts with,"{'Geography': {'Islands': ''}, 'Biome': [], 'Climate': []}",{},,{},{}
Large-spotted civet,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,,Viverridae,Viverra,Viverra megaspila,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'Cambodia, Laos, Malaysia, Myanmar, Thailand', 'Biogeographical realms': 'Indomalayan'}, 'Biome': ['Anthropogenic biome', 'Forest', 'Shrubland', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Black crested gibbon,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Hylobatidae,Nomascus,Nomascus concolor,,,,6.9-10 kg,,43-54 cm,"Diurnal,Folivore,Frugivore,Herbivore,Arboreal,Zoochory,Scansorial,Terrestrial,Territorial,Monogamy,Social,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Rainforest'], 'Climate': ['Tropical']}",{},,"{'Mating behavior': 'Monogamy', 'Pregnancy duration': '7 to 8 months', 'Baby carrying': '1'}","{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Malayan weasel,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustela,Mustela nudipes,,,,,,30-36 cm,"Carnivore,Insectivores,Terrestrial,Solitary,Not a migrant,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'Brunei, Indonesia, Malaysia, Thailand', 'Islands': 'Borneo', 'Biogeographical realms': 'Indomalayan'}, 'Biome': ['Agricultural', 'Anthropogenic biome', 'Forest', 'Rainforest', 'Suburban', 'Urban wildlife', 'Shrubland'], 'Climate': ['Tropical']}",{},,{'Baby carrying': '4'},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Hero shrew,Animalia,Chordata,Vertebrata,Mammalia,Eulipotyphla,,Soricidae,Scutisorex,Scutisorex somereni,,,,30-115 g,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Burundi, DR Congo, Rwanda,  Uganda', 'Biogeographical realms': 'Afrotropical'}, 'Biome': ['Forest', 'Rainforest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Lake Mackay hare-wallaby,Animalia,Chordata,Vertebrata,Mammalia,Diprotodontia,,Macropodidae,Lagorchestes,Lagorchestes asomatus,,,,,,,"Terrestrial,starts with","{'Geography': {}, 'Biome': [], 'Climate': []}",{},,{},{'Population status': 'Extinct (EX)'}
Shepherd's beaked whale,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Ziphiidae,Tasmacetus,Tasmacetus shepherdi,,,,5600-6500 kg,,6-7 m,"Carnivore,Molluscivore,starts with","{'Geography': {'Continents': 'South America, Africa', 'Countries': 'Australia, New Zealand, Chile, Argentina,  South Africa', 'Regions': 'Saint Helena, Ascension and Tristan da Cunha', 'Oceans': 'Atlantic Ocean, Pacific Ocean', 'Islands': 'Chatham Island', 'Biogeographical realms': 'Australasian, Neotropical, Afrotropical'}, 'Biome': ['Benthic', 'Oceanic pelagic zone', 'Marine'], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Painted bat,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Vespertilionidae,Kerivoula,Kerivoula picta,,,,4.5 g,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'China, India, Bangladesh, Cambodia, Indonesia,  Laos, Malaysia, Myanmar, Nepal, Sri Lanka,', 'Biogeographical realms': 'Thailand, Viet Nam'}, 'Biome': ['Forest', 'Rainforest', 'Anthropogenic biome', 'Grassland'], 'Climate': []}",{},,{'Baby carrying': '1 to 1'},"{'Population trend': 'Decreasing', 'Population status': 'Near Threatened (NT)'}"
Australian swamp rat,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Muridae,Rattus,Rattus lutreolus,,,,115 g,,,"Nocturnal,Diurnal,Terrestrial,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Forest', 'Grassland', 'Shrubland', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,"{'Pregnancy duration': '27 days', 'Baby carrying': '5'}","{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Mishmi takin,Takin,,Animalia,Chordata,Vertebrata,,Mammalia,Bovidae,Caprinae,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{'Lifestyle': ''},,{},{'Population status': 'Endangered (EN)'}
Ursus deningeri,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ursidae,Ursus,Ursus deningeri,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{},,{},{}
Tres Marias raccoon,Raccoon,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Procyonidae,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{},,{},{'Population status': 'Endangered (EN)'}
Wolf's mona monkey,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Cercopithecus,Cercopithecus wolfi,,,,2.4-4.2 kg,,445-511 mm,"Diurnal,Frugivore,Herbivore,Arboreal,Zoochory,Scansorial,Terrestrial,Territorial,Polygyny,Polygamy,Social,Dominance hierarchy,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Rainforest', 'Riparian', 'Anthropogenic biome'], 'Climate': ['Tropical']}","{'Lifestyle': 'Arboreal, Zoochory, Scansorial, Terrestrial, Territorial,', 'Seasonal behavior': 'Not a migrant'}","Frugivore,,Herbivore","{'Mating behavior': 'Polygyny,', 'Pregnancy duration': '160 to 170 days', 'Baby carrying': '1 to 2', 'Independent age': '180 days'}","{'Population trend': 'Decreasing', 'Population status': 'Near Threatened (NT)'}"
Barbary ground squirrel,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Atlantoxerus,Atlantoxerus getulus,,,,340 g,,160-220 mm,"Diurnal,Herbivore,Frugivore,Granivore,Zoochory,Terrestrial,Social,Colonial,Not a migrant,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Algeria, Morocco, Western Sahara', 'Introduced countries': 'Spain', 'Biogeographical realms': 'Afrotropical, Palearctic'}, 'Biome': ['Caves', 'Mountains', 'Grassland', 'Rocky areas ', 'Shrubland'], 'Climate': ['Tropical']}","{'Lifestyle': 'Zoochory, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Herbivore,,Frugivore,,Granivore",{'Independent age': '1 months'},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Appalachian Cottontail,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Sylvilagus,Sylvilagus obscurus,Unknown,1 yr,,"756-1,153 g",,408 mm,"Crepuscular,Nocturnal,Herbivore,Folivore,Frugivore,Coprophage,Terrestrial,Jumping,Altricial,Grazing,Torpor,Zoochory,Solitary,Dominance hierarchy,Not a migrant,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'United States', 'Regions': 'Alabama, West Virginia, Kentucky, Maryland, South Carolina,  Virginia, Georgia, Pennsylvania, North Carolina, Tennessee', 'Biogeographical realms': 'Nearctic', 'Wwf biomes': 'Montane grasslands and shrublands, Temperate broadleaf and mixed forest, Temperate coniferous forest, Temperate grasslands'}, 'Biome': ['Forest', 'Mountains', 'Shrubland', 'Wetlands '], 'Climate': ['Temperate']}","{'Group name': 'colony, warren, bury, trace, trip, nest', 'Lifestyle': 'Terrestrial, Jumping, Altricial, Grazing, Torpor, Zoochory,', 'Seasonal behavior': 'Not a migrant,'}","Herbivore,,Folivore,,Frugivore,,Coprophage","{'Reproduction season': 'February-October', 'Pregnancy duration': '28 days', 'Baby carrying': '3-4 kittens', 'Independent age': '3-4 weeks', 'Female name': 'doe', 'Male name': 'buck', 'Baby name': 'kitten, bunny'}","{'Population trend': 'Decreasing', 'Population status': 'Near Threatened (NT)'}"
Grizzled tree-kangaroo,Animalia,Chordata,Vertebrata,Mammalia,Diprotodontia,,Macropodidae,Dendrolagus,Dendrolagus inustus,,,,8-15 kg,,80-90 cm,"Arboreal,Island endemic,Jumping,Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Rainforest'], 'Climate': ['Tropical']}","{'Lifestyle': 'Arboreal, Island endemic, Jumping, Terrestrial,'}",,"{'Baby carrying': '1 to 2', 'Independent age': '2 years'}","{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Northern Pika,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Ochotonidae,Ochotona,Ochotona hyperborea,Unknown,3 yrs,,150 g,,12.5-18.5 cm,"Crepuscular,Diurnal,Herbivore,Folivore,Coprophage,Terrestrial,Altricial,Burrowing,Grazing,Jumping,Territorial,Polygynandry,Social,Not a migrant,starts with","{'Geography': {'Continents': 'Asia, Europe', 'Subcontinents': 'East Asia', 'Countries': 'China, Japan, Mongolia, Russia', 'Regions': 'Kamchatka', 'Biogeographical realms': 'Palearctic', 'Wwf biomes': 'Montane grasslands and shrublands, Taiga, Temperate coniferous forest'}, 'Biome': ['Mountains', 'Forest', 'Rocky areas ', 'Shrubland'], 'Climate': ['Temperate', 'Cold', 'Polar']}","{'Lifestyle': 'Terrestrial, Altricial, Burrowing, Grazing, Jumping, Territorial,', 'Seasonal behavior': 'Not a migrant'}","Herbivore,,Folivore,,Coprophage","{'Mating behavior': 'Polygynandry', 'Reproduction season': 'spring, summer', 'Pregnancy duration': '28 days', 'Baby carrying': '3-4 kits', 'Baby name': 'kit, kitten'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Pallas's squirrel,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Callosciurus,Callosciurus erythraeus,,,,272 g,,,"Diurnal,Frugivore,Granivore,Herbivore,Arboreal,Zoochory,Terrestrial,Territorial,Polygynandry,Polygamy,Dominance hierarchy,Not a migrant,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'China, Taiwan, India, Bangladesh, Cambodia, Laos, Malaysia, Myanmar,  Thailand, Viet Nam', 'Biogeographical realms': 'Indomalayan'}, 'Biome': ['Forest', 'Rainforest', 'Shrubland'], 'Climate': ['Temperate']}","{'Lifestyle': 'Arboreal, Zoochory, Terrestrial, Territorial,', 'Seasonal behavior': 'Not a migrant'}","Frugivore,,Granivore,,Herbivore","{'Mating behavior': 'Polygynandry,'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Dibbler,Animalia,Chordata,Vertebrata,Mammalia,Dasyuromorphia,,Dasyuridae,Parantechinus,Parantechinus apicalis,"500-1,000",2-3 yrs,,40-100 g,,10-16 cm,"Crepuscular,Carnivore,Insectivores,Terrestrial,Jumping,Altricial,Polygynandry,Solitary,Social,Not a migrant,starts with","{'Geography': {'Continents': 'Oceania', 'Countries': 'Australia', 'Regions': 'Western Australia', 'Biogeographical realms': 'Australasian', 'Wwf biomes': 'Desert and Xeric Shrublands, Mediterranean forests, woodlands, and scrub'}, 'Biome': ['Shrubland'], 'Climate': ['Temperate']}","{'Lifestyle': 'Terrestrial, Jumping, Altricial,', 'Seasonal behavior': 'Not a migrant'}","Carnivore,,Insectivores","{'Mating behavior': 'Polygynandry', 'Reproduction season': 'March-April', 'Pregnancy duration': '44-53 days', 'Baby carrying': '8 joeyes', 'Independent age': '3-4 months', 'Baby name': 'joey'}","{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Fat-Tailed Dunnart,Animalia,Chordata,Vertebrata,Mammalia,Dasyuromorphia,,Dasyuridae,Sminthopsis,Sminthopsis crassicaudata,Unknown,1.3-1.5 yrs,,10-20 g,,60-90 mm,"Nocturnal,Insectivores,Terrestrial,Generally solitary,Not a migrant,starts with","{'Geography': {'Continents': 'Oceania', 'Countries': 'Australia', 'Biogeographical realms': 'Australasian', 'Wwf biomes': 'Desert and Xeric Shrublands, Mediterranean forests, woodlands, and scrub, Temperate grasslands, Tropical savanna'}, 'Biome': ['Anthropogenic biome', 'Grassland', 'Savanna', 'Shrubland'], 'Climate': ['Arid', 'Temperate']}","{'Lifestyle': 'Terrestrial,  Not a migrant'}","Insectivores,","{'Reproduction season': 'July-February', 'Pregnancy duration': '13-16 days', 'Baby carrying': '6-8 joeyes', 'Independent age': '70 days', 'Baby name': 'joey'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
San Joaquin kit fox,Kit Fox,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,,,,,,,starts with,"{'Geography': {'Regions': ''}, 'Biome': [], 'Climate': []}",{'Lifestyle': ''},,{},{'Population status': 'Endangered (EN)'}
Durrell's vontsira,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Eupleridae,Salanoia,Salanoia durrelli,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{'Lifestyle': ''},,{},{'Population status': 'Vulnerable (VU)'}
Delmarva fox squirrel,Eastern Fox Squirrel,,Animalia,Chordata,Vertebrata,,Mammalia,Rodentia,Sciuridae,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Silver dik-dik,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Madoqua,Madoqua piacentinii,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Shrubland'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Data deficient (DD)'}"
Crawshay's zebra,Plains Zebra,,Animalia,Chordata,Vertebrata,,Mammalia,Perissodactyla,Equidae,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{'Lifestyle': ''},,{},{}
Columbian white-tailed deer,White-Tailed Deer,,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Cervidae,Capreolinae,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{'Lifestyle': ''},,{},{'Population status': 'Near Threatened (NT)'}
Black-Capped Squirrel Monkey,Animalia,Chordata,Vertebrata,Mammalia,Primates,,Cebidae,Saimiri,Saimiri boliviensis,Unknown,up to 30 yrs,,365-1135 g,,225-370 mm,"Diurnal,Omnivore,Arboreal,Altricial,Zoochory,Scansorial,Terrestrial,Polygynandry,Social,Dominance hierarchy,Not a migrant,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Bolivia, Brazil, Peru', 'Biogeographical realms': 'Neotropical', 'Wwf biomes': 'Tropical moist forests'}, 'Biome': ['Forest', 'Rainforest', 'Riparian'], 'Climate': ['Tropical']}","{'Group name': 'troop, barrel, cartload, tribe, wilderness', 'Lifestyle': 'Arboreal, Altricial, Zoochory, Scansorial, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Omnivore,","{'Mating behavior': 'Polygynandry', 'Pregnancy duration': '150-170 days', 'Baby carrying': '1 infant', 'Independent age': '1 year', 'Female name': 'female', 'Male name': 'male', 'Baby name': 'infant'}","{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Royal vole,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Myodes,Myodes regulus,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Grassland', 'Rocky areas ', 'Shrubland'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Mackenzie River wolf,Grey Wolf,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,,,,,,,starts with,"{'Geography': {'Countries': '', 'Regions': ''}, 'Biome': [], 'Climate': []}",{'Lifestyle': ''},,{},{}
Spade-Toothed Whale,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Ziphiidae,Mesoplodon,Mesoplodon traversii,Unknown,,,,,5-5.5 m,"Carnivore,Aquatic,Precocial,starts with","{'Geography': {'Continents': 'South America, Oceania', 'Countries': 'Chile, New Zealand', 'Regions': 'North Island', 'Biogeographical realms': 'Australasian, Neotropical'}, 'Biome': ['Oceanic pelagic zone', 'Marine'], 'Climate': ['Temperate']}","{'Group name': 'pod, gam, herd, school, mod', 'Lifestyle': 'Aquatic,  Precocial,'}",Carnivore,"{'Female name': 'cow', 'Male name': 'bull', 'Baby name': 'calf'}",{'Population status': 'Data deficient (DD)'}
Ricefield rat,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Muridae,Rattus,Rattus argentiventer,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'Brunei, Cambodia, Indonesia, Laos, Malaysia, Philippines, Singapore, Thailand, Timor-Leste, Viet Nam  Australasian, Indomalayan'}, 'Biome': ['Grassland', 'Anthropogenic biome'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Leopardus guttulus,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Leopardus,Leopardus guttulus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Argentina, Brazil, Paraguay', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Forest', 'Savanna'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Northern collared lemming,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus,,,,30-112 g,,,"Terrestrial,starts with","{'Geography': {'Continents': 'North America, Europe', 'Countries': 'Canada, United States', 'Regions': 'Greenland, Nunavut, Northwest Territories,  Yukon', 'Biogeographical realms': 'Nearctic, Palearctic', 'Wwf biomes': 'Tundra'}, 'Biome': ['Grassland'], 'Climate': []}",{},,"{'Pregnancy duration': '20 days', 'Baby carrying': '3.4'}","{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Lesser long-nosed bat,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,,,,23 g,,8 cm,"Nocturnal,Frugivore,Herbivore,Nectarivore,Zoochory,Pollinator,Terrestrial,Colonial,Social,Migrating,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'El Salvador, Guatemala, Honduras, Mexico, United States', 'Biogeographical realms': 'Nearctic, Neotropical'}, 'Biome': ['Caves', 'Forest', 'Shrubland'], 'Climate': ['Temperate', 'Tropical']}","{'Lifestyle': 'Zoochory, Pollinator, Terrestrial,', 'Seasonal behavior': 'Migrating,'}","Frugivore,,Herbivore,,Nectarivore","{'Pregnancy duration': '5 months', 'Baby carrying': '1'}","{'Population trend': 'Decreasing', 'Population status': 'Near Threatened (NT)'}"
Eastern Bettong,Animalia,Chordata,Vertebrata,Mammalia,Diprotodontia,,Potoroidae,Bettongia,Bettongia gaimardi,20-50 Thou,3-12 yrs,,1-2 kg,,31-33 cm,"Nocturnal,Herbivore,Insectivores,Mycophage,Terrestrial,Altricial,Island endemic,Jumping,Territorial,Polygyny,Generally solitary,Solitary,Not a migrant,starts with","{'Geography': {'Continents': 'Oceania', 'Countries': 'Australia', 'Regions': 'Tasmania', 'Biogeographical realms': 'Australasian', 'Wwf biomes': 'Temperate broadleaf and mixed forest'}, 'Biome': ['Forest', 'Shrubland'], 'Climate': ['Temperate']}","{'Lifestyle': 'Terrestrial, Altricial, Island endemic, Jumping, Territorial,', 'Seasonal behavior': 'Not a migrant'}","Herbivore,,Insectivores,,Mycophage","{'Mating behavior': 'Polygyny', 'Reproduction season': 'Year-round', 'Pregnancy duration': '21 days', 'Baby carrying': '1 joey', 'Independent age': '5-6 months', 'Baby name': 'joey'}",{'Population status': 'Near Threatened (NT)'}
Yellow-footed antechinus,Animalia,Chordata,Vertebrata,Mammalia,Dasyuromorphia,,Dasyuridae,Antechinus,Antechinus flavipes,,,,,,,"Terrestrial,starts with","{'Geography': {'Countries': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Savanna', 'Shrubland', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Southern grasshopper mouse,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Onychomys,Onychomys torridus,,,,22 g,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Grassland', 'Shrubland'], 'Climate': []}",{},,"{'Mating behavior': '30 days', 'Pregnancy duration': '3.7'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Back-striped weasel,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustela,Mustela strigidorsa,,,,1000-2000 g,,300-360 mm,"Carnivore,Terrestrial,Polygyny,Polygamy,Not a migrant,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'China, India, Laos, Myanmar, Thailand, Viet Nam', 'Biogeographical realms': 'Palearctic, Indomalayan'}, 'Biome': ['Forest', 'Anthropogenic biome', 'Shrubland'], 'Climate': ['Temperate', 'Tropical']}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",Carnivore,"{'Mating behavior': 'Polygyny,'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Black Jackrabbit,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Lepus,Lepus insularis,Unknown,1-5 yrs,,,,57 cm,"Nocturnal,Herbivore,Folivore,Terrestrial,Jumping,Precocial,Island endemic,Polygyny,Polygynandry,Solitary,Not a migrant,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'Mexico', 'Regions': 'Baja California', 'Biogeographical realms': 'Nearctic', 'Wwf biomes': 'Desert and Xeric Shrublands'}, 'Biome': ['Chaparral', 'Grassland', 'Shrubland', 'Coastal'], 'Climate': ['Arid', 'Temperate']}","{'Lifestyle': 'Terrestrial, Jumping, Precocial, Island endemic,', 'Seasonal behavior': 'Not a migrant'}","Herbivore,,Folivore","{'Mating behavior': 'Polygyny,', 'Reproduction season': 'January-August', 'Pregnancy duration': '41-43 days', 'Baby carrying': '3-4 leverets', 'Independent age': 'at birth', 'Female name': 'doe', 'Male name': 'buck', 'Baby name': 'leveret'}","{'Population trend': 'Stable', 'Population status': 'Near Threatened (NT)'}"
